Active Status,Type,Item,Description,Account, Cost , Price 
Active,Inventory Part,Universal Drive Rivet 1/4 x 1/2,1/4 x 1/2 Universal Driver Rivet - Aluminum..,4000 · Sales:4100 · Distribution,0.13,0.25
Active,Inventory Part,W805X100- SS,"TR & BR Screws- #10 x 3/4"" Phillips Pan SDS - Stainless Steel- One screw",4000 · Sales:4100 · Distribution,0.1,0.15
Active,Inventory Part,WMP- MF,Wall Mount Plate - Mill Finish,4000 · Sales:4100 · Distribution,7.85,15
Active,Inventory Assembly,1S FP45- Blk,"Drilled One Side 45"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,1S FP45- Brn,"Drilled One Side 45"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,1S FP45- Cl,"Drilled One Side 45"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,35,100.37
Active,Inventory Assembly,1S FP45- W,"Drilled One Side 45"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,1S FP56- Blk,"Drilled One Side 56"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,1S FP56- Brn,"Drilled One Side 56"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,1S FP56- Cl,"Drilled One Side 56"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,44.2,113.15
Active,Inventory Assembly,1S FP56- W,"Drilled One Side 56"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,1S P361- Blk U,"Drilled One Side Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,1S P361- Br U,"Drilled One Side Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,1S P361- Cl U,"Drilled One Side Post-36"" with 5"" x 5"" Base Plate (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,44,135.73
Active,Inventory Assembly,1S P361- Mil U,"Drilled One Side Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,1S P361- W U,"Drilled One Side Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,1S P362- Blk U,"Drilled One Side Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,1S P362- Br U,"Drilled One Side Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,1S P362- Cl U,"Drilled One Side Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized Unlined",4000 · Sales:4100 · Distribution,25.01,135.73
Active,Inventory Assembly,1S P362- Mil U,"Drilled One Side Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,1S P362- W U,"Drilled One Side Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,1S P421- Blk U,"Drilled One Side Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,1S P421- Br U,"Drilled One Side Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,1S P421- Cl U,"Drilled One Side Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,47.26,143.89
Active,Inventory Assembly,1S P421- Mil U,"Drilled One Side Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Mill Finish Unfinished",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,1S P421- W U,"Drilled One Side Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,1S P422- Blk U,"Drilled One Side Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,1S P422- Br U,"Drilled One Side Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,1S P422- Cl U,"Drilled One Side Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,45,143.89
Active,Inventory Assembly,1S P422- Mil U,"Drilled One Side Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,1S P422- W U,"Drilled One Side Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,200EP POW Gol Brn,Square End Plate- Custom Golden Brown,4000 · Sales:4100 · Distribution,1.03,17.08
Active,Inventory Assembly,375 EP - Blk,TR375 End Plate - Black,4000 · Sales:4100 · Distribution,8.75,17.5
Active,Inventory Assembly,375 EP - Brn,TR375 End Plate - Brown,4000 · Sales:4100 · Distribution,8.75,17.5
Active,Inventory Assembly,375 EP - Clr,TR375 End Plate - Clear Anodized,4000 · Sales:4100 · Distribution,9,18
Active,Inventory Assembly,375 EP - W,TR375 End Plate - White,4000 · Sales:4100 · Distribution,8.75,17.5
Active,Inventory Assembly,3S FP45- Blk,"Drilled Three Sides 45"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,3S FP45- Brn,"Drilled Three Sides 45"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,3S FP45- Cl,"Drilled Three Sides 45"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,35,100.37
Active,Inventory Assembly,3S FP45- W,"Drilled Three Sides 45"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,3S FP56- Blk,"Drilled Three Sides 56"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,3S FP56- Brn,"Drilled Three Sides 56"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,3S FP56- Cl,"Drilled Three Sides 56"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,44.2,113.15
Active,Inventory Assembly,3S FP56- W,"Drilled Three Sides 56"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,3S P361- Blk U,"Drilled Three Sides Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,3S P361- Br U,"Drilled Three Sides Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,3S P361- Cl U,"Drilled Three Sides Post-36"" with 5"" x 5"" Base Plate (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,44,135.73
Active,Inventory Assembly,3S P361- Mil U,"Drilled Three Sides Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,3S P361- W U,"Drilled Three Sides Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,3S P362- Blk U,"Drilled Three Sides Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,3S P362- Br U,"Drilled Three Sides Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,3S P362- Cl U,"Drilled Three Sides Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized Unlined",4000 · Sales:4100 · Distribution,25.01,135.73
Active,Inventory Assembly,3S P362- Mil U,"Drilled Three Sides Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,3S P362- W U,"Drilled Three Sides Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,3S P421- Blk U,"Drilled Three Sides Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,3S P421- Br U,"Drilled Three Sides Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,3S P421- Cl U,"Drilled Three Sides Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,47.26,143.89
Active,Inventory Assembly,3S P421- W U,"Drilled Three Sides Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,3S P422- Blk U,"Drilled Three Sides Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,3S P422- Br U,"Drilled Three Sides Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,3S P422- Cl U,"Drilled Three Sides Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,45,143.89
Active,Inventory Assembly,3S P422- Mil U,"Drilled Three Sides Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,3S P422- W U,"Drilled Three Sides Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,90 FP45- Blk,"Drilled 90 Deg 45"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,90 FP45- Brn,"Drilled 90 Deg 45"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,90 FP45- Cl,"Drilled 90 Degrees 45"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,35,100.37
Active,Inventory Assembly,90 FP45- W,"Drilled 90 Deg 45"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,90 FP56- Blk,"Drilled 90 Deg 56"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,90 FP56- Brn,"Drilled 90 Deg 56"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,90 FP56- Cl,"Drilled 90 Deg 56"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,44.2,113.15
Active,Inventory Assembly,90 FP56- W,"Drilled 90 Deg 56"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,90 P361- Blk U,"Drilled 90 Deg Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,90 P361- Br U,"Drilled 90 Deg Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,90 P361- Cl U,"Drilled 90 Deg Post-36"" with 5"" x 5"" Base Plate (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,44,135.73
Active,Inventory Assembly,90 P361- Mil U,"Drilled 90 Deg Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,90 P361- W U,"Drilled 90 Deg Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,90 P362- Blk U,"Drilled 90 Deg Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,90 P362- Br U,"Drilled 90 Deg Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,90 P362- Cl U,"Drilled 90 Deg Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized Unlined",4000 · Sales:4100 · Distribution,25.01,135.73
Active,Inventory Assembly,90 P362- Mil U,"Drilled 90 Deg Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,90 P362- W U,"Drilled 90 Deg Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,90 P421- Blk U,"Drilled 90 Deg Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,90 P421- Br U,"Drilled 90 Deg Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,90 P421- Cl U,"Drilled 90 Deg Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,47.26,143.89
Active,Inventory Assembly,90 P421- Mil U,"Drilled 90 Deg Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Mill Finish Unfinished",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,90 P421- W U,"Drilled 90 Deg Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,90 P422- Blk U,"Drilled 90 Deg Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,90 P422- Br U,"Drilled 90 Deg Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,90 P422- Cl U,"Drilled 90 Deg Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,45,143.89
Active,Inventory Assembly,90 P422- Mil U,"Drilled 90 Deg Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,90 P422- W U,"Drilled 90 Deg Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,BP- C1 VF,"Post Base Plate, 5""x5"" - Clear Anodized (Vendor Finish)",4000 · Sales:4100 · Distribution,11.6,48
Active,Inventory Assembly,BP-6SC Gol Brn,Six screw chase Base Plate- Custom Golden Brown,4000 · Sales:4100 · Distribution,2.75,20.47
Active,Inventory Assembly,BR100- Blk-Half Stick,Half Extrusion - Series 100 Bottom Rail (10')- Black,4000 · Sales:4100 · Distribution,17.02,47.7
Active,Inventory Assembly,BR100- Br-Half Stick,Half Extrusion - Series 100 Bottom Rail (10')- Bronze,4000 · Sales:4100 · Distribution,17.71,47.7
Active,Inventory Assembly,BR100- Cl-Half Stick,Half Extrusion - Series 100 Bottom Rail (10')- Clear Anodized,4000 · Sales:4100 · Distribution,21.6,64.87
Active,Inventory Assembly,BR100- Mil-Half Stick,Half Extrusion - Series 100 Bottom Rail (10')- Mill Finish,4000 · Sales:4100 · Distribution,15.3,47.7
Active,Inventory Assembly,BR100- W-Half Stick,Half Extrusion - Series 100 Bottom Rail (10')- White,4000 · Sales:4100 · Distribution,15.9,47.7
Active,Inventory Assembly,BR200- Blk-Half Stick,Half Extrusion - Series 200 Bottom Rail (10')- Black,4000 · Sales:4100 · Distribution,24.71,65.7
Active,Inventory Assembly,BR200- Br-Half Stick,Half Extrusion - Series 200 Bottom Rail (10')- Bronze,4000 · Sales:4100 · Distribution,23.3,65.7
Active,Inventory Assembly,BR200- Cl-Half Stick,Half Extrusion - Series 200 Bottom Rail (10')- Clear Anodized,4000 · Sales:4100 · Distribution,28.1,89.35
Active,Inventory Assembly,BR200- Mil-Half Stick,Half Extrusion - Series 200 Bottom Rail (10')- Mill Finish,4000 · Sales:4100 · Distribution,18.02,65.7
Active,Inventory Assembly,BR200- W-Half Stick,Half Extrusion - Series 200 Bottom Rail (10')- White,4000 · Sales:4100 · Distribution,20.11,65.7
Active,Inventory Assembly,BR500- Blk-Half Stick,Half Extrusion - Series 500 Bottom Rail (10')- Black..,4000 · Sales:4100 · Distribution,28.66,69.68
Active,Inventory Assembly,BR500- Brn-Half Stick,Half Extrusion - Series 500 Bottom Rail (10')- Bronze..,4000 · Sales:4100 · Distribution,28.66,69.68
Active,Inventory Assembly,BR500- Cl-Half Stick,Half Extrusion - Series 500 Bottom Rail (10')- Clear Anodized..,4000 · Sales:4100 · Distribution,31.9,89.98
Active,Inventory Assembly,BR500- Wht-Half Stick,Half Extrusion - Series 500 Bottom Rail (10')- White..,4000 · Sales:4100 · Distribution,31.43,69.68
Active,Inventory Assembly,BR650 -Blk-Half Stick,Half Extrusion - Series 650 Bottom Rail (20.00')- Black..(6005A-T61)..,4000 · Sales:4100 · Distribution,26.25,67.33
Active,Inventory Assembly,BR650 -Mill F-Half Stick,Half Extrusion - Series 650 Bottom Rail (20.00')- Mill Finish..(6005A-T61)..,4000 · Sales:4100 · Distribution,26.9,67.33
Active,Inventory Assembly,Crnr 12x12 32D-Blk,"12"" x 12""  32 Degree Round Grab Rail  Corner Fitting - Black..",4000 · Sales:4100 · Distribution,28.86,69.24
Active,Inventory Assembly,CW-20,"Washer- Bolt Head Cover, bag of 20",4000 · Sales:4100 · Distribution,0.11,12.5
Active,Inventory Assembly,CW-60,"Washer- Bolt Head Cover, bag of 60",4000 · Sales:4100 · Distribution,0.11,37.5
Active,Inventory Assembly,DT FP45- Blk,"Drilled Through 45"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,DT FP45- Brn,"Drilled Through 45"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,DT FP45- Cl,"Drilled Through 45"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,35,100.37
Active,Inventory Assembly,DT FP45- W,"Drilled Through 45"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,73.8
Active,Inventory Assembly,DT FP56- Blk,"Drilled Through 56"" Fascia Post- Black",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,DT FP56- Brn,"Drilled Through 56"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,DT FP56- Cl,"Drilled Through 56"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,44.2,113.15
Active,Inventory Assembly,DT FP56- W,"Drilled Through 56"" Fascia Post- White",4000 · Sales:4100 · Distribution,35,83.2
Active,Inventory Assembly,DT P361- Blk U,"Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,DT P361- Br U,"Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,DT P361- Cl U,"Drilled Through Post-36"" with 5"" x 5"" Base Plate (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,44,135.73
Active,Inventory Assembly,DT P361- Mil U,"Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,DT P361- W U,"Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,39,99.8
Active,Inventory Assembly,DT P361-135° - Blk,"135° Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black",4000 · Sales:4100 · Distribution,22.17,111.1
Active,Inventory Assembly,DT P361-135° - BR,"135° Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze",4000 · Sales:4100 · Distribution,22.17,111.1
Active,Inventory Assembly,DT P361-135° - CL,"135° Drilled Through-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,22.17,142.9
Active,Inventory Assembly,DT P361-135° - Mill,"135° Drilled Through Post-36"" with 5"" x 5""  Base Plate  (36 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,22.17,111.1
Active,Inventory Assembly,DT P361-135° - White,"135° Drilled Through Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White",4000 · Sales:4100 · Distribution,22.17,111.1
Active,Inventory Assembly,DT P362- Blk U,"Drilled Through Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,DT P362- Br U,"Drilled Through Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,DT P362- Cl U,"Drilled Through Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized Unlined",4000 · Sales:4100 · Distribution,25.01,135.73
Active,Inventory Assembly,DT P362- Mil U,"Drilled Through Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,DT P362- W U,"Drilled Through Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,37.67,99.8
Active,Inventory Assembly,DT P362 - 135° Blk,"Drilled Through 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black",4000 · Sales:4100 · Distribution,20.67,100.8
Active,Inventory Assembly,DT P362 - 135° Br,"Drilled Through 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze",4000 · Sales:4100 · Distribution,20.67,100.8
Active,Inventory Assembly,DT P362 - 135° Cl,"Drilled Through 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,20.67,142.9
Active,Inventory Assembly,DT P362 - 135° Mil,"Drilled Through 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,20.67,100.8
Active,Inventory Assembly,DT P362 - 135° W,"Drilled Through 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,100.8
Active,Inventory Assembly,DT P421- Blk U,"Drilled Through Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,DT P421- Br U,"Drilled Through Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,DT P421- Cl U,"Drilled Through Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,47.26,143.89
Active,Inventory Assembly,DT P421- Mil U,"Drilled Through Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Mill Finish Unfinished",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,DT P421- W U,"Drilled Through Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,42,105.8
Active,Inventory Assembly,DT P422- Blk U,"Drilled Through Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,DT P422- Br U,"Drilled Through Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,DT P422- Cl U,"Drilled Through Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,45,143.89
Active,Inventory Assembly,DT P422- Mil U,"Drilled Through Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,DT P422- W U,"Drilled Through Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,41,105.8
Active,Inventory Assembly,DT P422-135°- Blk,"Drilled Through 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black",4000 · Sales:4100 · Distribution,23.94,105.1
Active,Inventory Assembly,DT P422-135°- Br,"Drilled Through 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze",4000 · Sales:4100 · Distribution,23.94,105.1
Active,Inventory Assembly,DT P422-135°-Cl,"Drilled Through 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,23.94,134.8
Active,Inventory Assembly,DT P422-135°-Mil,"Drilled Through 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,23.94,105.1
Active,Inventory Assembly,DT P422-135°-W,"Drilled Through 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White",4000 · Sales:4100 · Distribution,23.94,105.1
Active,Inventory Assembly,FI- Blk-Half Stick,Half Extrusion - Flat Infill (for Cable)  ( 10' )- Black,4000 · Sales:4100 · Distribution,12.12,31.3
Active,Inventory Assembly,FI- Br-Half Stick,Half Extrusion - Flat Infill (for Cable)  ( 10' )- Bronze,4000 · Sales:4100 · Distribution,11.38,31.3
Active,Inventory Assembly,FI- Cl-Half Stick,Half Extrusion - Flat Infill (for Cable)  ( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,19.24,42.57
Active,Inventory Assembly,FI- Mil-Half Stick,Half Extrusion - Flat Infill (for Cable)  ( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,10.44,31.3
Active,Inventory Assembly,FI- W-Half Stick,Half Extrusion - Flat Infill (for Cable)  ( 10' )- White,4000 · Sales:4100 · Distribution,10.31,31.3
Active,Inventory Assembly,FMPBS 1- Blk,"Intermediate Fascia Mount Bracket 6"", with bottom plate - Black",4000 · Sales:4100 · Distribution,66.8,66.8
Active,Inventory Assembly,FMPBS 1- Br,"Intermediate Fascia Mount Bracket 6"", bottom plate - Bronze",4000 · Sales:4100 · Distribution,15.96,66.8
Active,Inventory Assembly,FMPBS 1- Cl,"Intermediate Fascia Mount Bracket 6"", bottom plate - Clear Anodized",4000 · Sales:4100 · Distribution,15.96,90.85
Active,Inventory Assembly,FMPBS 1- Mil,"Intermediate Fascia Mount Bracket 6"", with bottom - Mill Finish",4000 · Sales:4100 · Distribution,8.96,66.8
